Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
MHW151-RG	107024424.0	0.0	107024424.0	1.0	53791652.0	53232772.0	107024424.0	104761702.0	0.0	92741914.0	107024424.0	0.0	17859738.0	0.0	3553386.0	0.0	15313537628.0	7716492484.0	7597045144.0	15313537628.0	14288168535.0	0.0	0.0	105778030.0	0.00740319	143.0	143.0	143.0	150.0	150.0	150.0	39.4	227.3	96.4	42502554.0	4123369.0	149367.0	5605561.0	86.7	100.0	97.88578913538466	0.0	86.65490598669328	100.0	0.0	16.687534800467603	0.0
MHW152-RG	96185226.0	0.0	96185226.0	1.0	48313489.0	47871737.0	96185226.0	94512434.0	0.0	88034110.0	96185226.0	0.0	16440450.0	0.0	2151710.0	0.0	13757753322.0	6926900605.0	6830852717.0	13757753322.0	12858169022.0	0.0	0.0	98172245.0	0.00763501	143.0	143.0	143.0	150.0	150.0	150.0	39.5	218.1	86.7	40319157.0	3867280.0	83466.0	2986314.0	91.5	100.0	98.26086388776588	0.0	91.52560498220382	100.0	0.0	17.092489859097487	0.0
MHW153-RG	100294352.0	0.0	100294352.0	1.0	50347867.0	49946485.0	100294352.0	98296690.0	0.0	88848380.0	100294352.0	0.0	16943862.0	0.0	3260162.0	0.0	14240819371.0	7166273219.0	7074546152.0	14240819371.0	13248473030.0	0.0	0.0	100373750.0	0.00757625	141.0	142.0	142.0	150.0	150.0	150.0	39.5	217.2	92.2	40055311.0	4584836.0	119740.0	4388458.0	88.6	100.0	98.00820090048539	0.0	88.5876205671083	100.0	0.0	16.894133779337846	0.0
MHW154-RG	89699811.0	0.0	89699811.0	1.0	45049154.0	44650657.0	89699811.0	88076414.0	0.0	82699932.0	89699811.0	0.0	14816326.0	0.0	1875923.0	0.0	12822198397.0	6456631085.0	6365567312.0	12822198397.0	12007742738.0	0.0	0.0	91882991.0	0.007651979	142.0	143.0	143.0	150.0	150.0	150.0	39.4	222.8	90.8	37912485.0	3597942.0	72906.0	2454874.0	92.2	100.0	98.19018905179186	0.0	92.19632803908584	100.0	0.0	16.517678058429798	0.0
MHW155-RG	101542294.0	0.0	101542294.0	1.0	51109162.0	50433132.0	101542294.0	98700212.0	0.0	76994038.0	101542294.0	0.0	18082480.0	0.0	8175294.0	0.0	14441515529.0	7287259589.0	7154255940.0	14441515529.0	13136469410.0	0.0	0.0	96690518.0	0.007360465	142.0	143.0	142.0	150.0	150.0	150.0	39.4	330.6	930.4	34488345.0	4387263.0	258826.0	10215672.0	75.8	100.0	97.20108549054446	0.0	75.82459974756922	100.0	0.0	17.807830892613083	0.0
MHW156-RG	81629282.0	0.0	81629282.0	1.0	40948752.0	40680530.0	81629282.0	80423416.0	0.0	77721780.0	81629282.0	0.0	12988282.0	0.0	901457.0	0.0	11767453169.0	5921184208.0	5846268961.0	11767453169.0	11156921726.0	0.0	0.0	81597502.0	0.007313622	144.0	145.0	144.0	150.0	150.0	150.0	39.4	259.7	107.1	36657625.0	2330657.0	43656.0	1179770.0	95.2	100.0	98.52275314635256	0.0	95.213112373082	100.0	0.0	15.911302515193015	0.0
MHW157-RG	91505902.0	0.0	91505902.0	1.0	45889511.0	45616391.0	91505902.0	90227462.0	0.0	87344780.0	91505902.0	0.0	14636830.0	0.0	997548.0	0.0	13141757591.0	6607503408.0	6534254183.0	13141757591.0	12437640797.0	0.0	0.0	89784491.0	0.007218771	143.0	144.0	143.0	150.0	150.0	150.0	39.4	248.9	105.0	40682445.0	3119380.0	44982.0	1266924.0	95.5	100.0	98.6028879317533	0.0	95.45261900155904	100.0	0.0	15.99550376542925	0.0
MHW158-RG	105502756.0	0.0	105502756.0	1.0	52892671.0	52610085.0	105502756.0	104217652.0	0.0	101060344.0	105502756.0	0.0	18467242.0	0.0	1281742.0	0.0	15002667919.0	7539472330.0	7463195589.0	15002667919.0	14130804505.0	0.0	0.0	104993483.0	0.007430113	142.0	143.0	142.0	150.0	150.0	150.0	39.4	226.3	97.6	45762236.0	4914882.0	49520.0	1382188.0	95.8	100.0	98.78192376320483	0.0	95.7892929356272	100.0	0.0	17.504037524858592	0.0
MHW159-RG	80878119.0	0.0	80878119.0	1.0	40535362.0	40342757.0	80878119.0	79979202.0	0.0	77687474.0	80878119.0	0.0	15115036.0	0.0	952664.0	0.0	11329637432.0	5690679563.0	5638957869.0	11329637432.0	10630086967.0	0.0	0.0	79270376.0	0.007457171	140.0	140.0	140.0	150.0	150.0	150.0	39.4	209.9	94.5	34116499.0	4827526.0	34402.0	1011174.0	96.1	100.0	98.88855352830349	0.0	96.05499603669071	100.0	0.0	18.68865916626968	0.0
MHW160-RG	83393765.0	0.0	83393765.0	1.0	41819450.0	41574315.0	83393765.0	82254130.0	0.0	79614758.0	83393765.0	0.0	13219531.0	0.0	969439.0	0.0	11951131181.0	6007806986.0	5943324195.0	11951131181.0	11310817889.0	0.0	0.0	82962997.0	0.007334836	143.0	144.0	143.0	150.0	150.0	150.0	39.4	246.5	106.2	36853714.0	3078549.0	43188.0	1151614.0	95.5	100.0	98.63342900995058	0.0	95.46847776929125	100.0	0.0	15.851941688926024	0.0
MHW161-RG	82692024.0	0.0	82692024.0	1.0	41461256.0	41230768.0	82692024.0	81620498.0	0.0	79006528.0	82692024.0	0.0	13992099.0	0.0	995453.0	0.0	11793729112.0	5927864817.0	5865864295.0	11793729112.0	11121034838.0	0.0	0.0	82588168.0	0.007426302	142.0	143.0	142.0	150.0	150.0	150.0	39.4	232.9	100.9	36144703.0	3475744.0	41570.0	1148232.0	95.5	100.0	98.7041966707696	0.0	95.54310582602258	100.0	0.0	16.920735910394455	0.0
MHW162-RG	83564544.0	0.0	83564544.0	1.0	41895800.0	41668744.0	83564544.0	82490374.0	0.0	79940232.0	83564544.0	0.0	13509099.0	0.0	910486.0	0.0	11990201543.0	6024956976.0	5965244567.0	11990201543.0	11322457080.0	0.0	0.0	81089650.0	0.007161842	143.0	144.0	143.0	150.0	150.0	150.0	39.4	235.9	100.4	36977037.0	3105763.0	38846.0	1123541.0	95.7	100.0	98.71456248238488	0.0	95.6628591188148	100.0	0.0	16.166065598347547	0.0
MHW163-RG	84601078.0	0.0	84601078.0	1.0	42420236.0	42180842.0	84601078.0	83476266.0	0.0	80784110.0	84601078.0	0.0	14213490.0	0.0	1022696.0	0.0	12057241398.0	6061414561.0	5995826837.0	12057241398.0	11380904565.0	0.0	0.0	85094615.0	0.007476964	142.0	143.0	142.0	150.0	150.0	150.0	39.4	236.8	102.4	36959254.0	3558008.0	42962.0	1177909.0	95.5	100.0	98.67045192970237	0.0	95.48827498391923	100.0	0.0	16.80060152425008	0.0
MHW164-RG	78839888.0	0.0	78839888.0	1.0	39531384.0	39308504.0	78839888.0	77858564.0	0.0	75395332.0	78839888.0	0.0	13097054.0	0.0	953836.0	0.0	11247966983.0	5655140465.0	5592826518.0	11247966983.0	10581672503.0	0.0	0.0	79411394.0	0.007504616	142.0	143.0	142.0	150.0	150.0	150.0	39.4	226.9	98.2	34286473.0	3518941.0	38451.0	1085417.0	95.6	100.0	98.75529503542674	0.0	95.63094762387283	100.0	0.0	16.612217916900136	0.0
MHW165-RG	88664127.0	0.0	88664127.0	1.0	44454394.0	44209733.0	88664127.0	87570110.0	0.0	84981548.0	88664127.0	0.0	14694426.0	0.0	954437.0	0.0	12704380225.0	6385009727.0	6319370498.0	12704380225.0	11982398354.0	0.0	0.0	85705853.0	0.007152646	143.0	144.0	143.0	150.0	150.0	150.0	39.4	226.8	96.2	38942902.0	3666285.0	39353.0	1136515.0	95.8	100.0	98.76611089849224	0.0	95.84659644818925	100.0	0.0	16.57313560421116	0.0
MHW166-RG	94754870.0	0.0	94754870.0	1.0	47530522.0	47224348.0	94754870.0	93414556.0	0.0	90201890.0	94754870.0	0.0	15673329.0	0.0	1146718.0	0.0	13613073016.0	6848805153.0	6764267863.0	13613073016.0	12893411181.0	0.0	0.0	96252813.0	0.007465271	143.0	144.0	143.0	150.0	150.0	150.0	39.4	252.8	107.8	42063923.0	3191199.0	53167.0	1398989.0	95.2	100.0	98.58549328388082	0.0	95.19499103317855	100.0	0.0	16.540921854465104	0.0
MHW167-RG	85269411.0	0.0	85269411.0	1.0	42750188.0	42519223.0	85269411.0	84209088.0	0.0	81658540.0	85269411.0	0.0	13765339.0	0.0	971350.0	0.0	12243479612.0	6152943329.0	6090536283.0	12243479612.0	11533285638.0	0.0	0.0	84919728.0	0.007363013	143.0	144.0	143.0	150.0	150.0	150.0	39.4	230.1	98.3	37579816.0	3367597.0	40571.0	1116560.0	95.8	100.0	98.7565024930218	0.0	95.76533840488239	100.0	0.0	16.143349459749405	0.0
MHW168-RG	82670785.0	0.0	82670785.0	1.0	41457538.0	41213247.0	82670785.0	81541708.0	0.0	79007802.0	82670785.0	0.0	13307693.0	0.0	922563.0	0.0	11905576890.0	5985837197.0	5919739693.0	11905576890.0	11277010115.0	0.0	0.0	81526132.0	0.00722941	144.0	144.0	144.0	150.0	150.0	150.0	39.4	250.0	106.7	36906234.0	2718137.0	41827.0	1104656.0	95.6	100.0	98.63424908811498	0.0	95.56919291379657	100.0	0.0	16.097213785982557	0.0
MHW169-RG	80088837.0	0.0	80088837.0	1.0	40151695.0	39937142.0	80088837.0	79110664.0	0.0	76763104.0	80088837.0	0.0	13488960.0	0.0	900795.0	0.0	11427877880.0	5743579457.0	5684298423.0	11427877880.0	10763909089.0	0.0	0.0	78853355.0	0.007325717	142.0	143.0	142.0	150.0	150.0	150.0	39.4	226.8	99.2	34921055.0	3566667.0	37423.0	1030187.0	95.8	100.0	98.77864002445185	0.0	95.84744500659936	100.0	0.0	16.84249703863224	0.0
MHW170-RG	86778844.0	0.0	86778844.0	1.0	43492833.0	43286011.0	86778844.0	85844400.0	0.0	83452882.0	86778844.0	0.0	15799555.0	0.0	990983.0	0.0	12245943858.0	6150828286.0	6095115572.0	12245943858.0	11489996313.0	0.0	0.0	84309492.0	0.007337642	141.0	141.0	141.0	150.0	150.0	150.0	39.5	207.3	90.6	36873278.0	4961843.0	35358.0	1051721.0	96.2	100.0	98.92318915886918	0.0	96.16731239240754	100.0	0.0	18.206689870171584	0.0
MHW171-RG	113813179.0	0.0	113813179.0	1.0	57080140.0	56733039.0	113813179.0	112174646.0	0.0	108525978.0	113813179.0	0.0	18340516.0	0.0	1267054.0	0.0	16322505950.0	8208636113.0	8113869837.0	16322505950.0	15430817472.0	0.0	0.0	113579204.0	0.007360543	143.0	144.0	143.0	150.0	150.0	150.0	39.4	246.4	103.5	50482468.0	3945341.0	56685.0	1602829.0	95.4	100.0	98.56033104918367	0.0	95.35449141614785	100.0	0.0	16.114580192861496	0.0
MHW172-RG	80319416.0	0.0	80319416.0	1.0	40280941.0	40038475.0	80319416.0	79263064.0	0.0	76714218.0	80319416.0	0.0	13549595.0	0.0	982683.0	0.0	11510235116.0	5788995902.0	5721239214.0	11510235116.0	10868641756.0	0.0	0.0	81273071.0	0.007477758	143.0	144.0	143.0	150.0	150.0	150.0	39.4	238.2	100.7	35473496.0	3001427.0	41071.0	1115538.0	95.5	100.0	98.68481115450342	0.0	95.51142403724648	100.0	0.0	16.869638344979997	0.0
MHW173-RG	83360987.0	0.0	83360987.0	1.0	41810005.0	41550982.0	83360987.0	82187480.0	0.0	79537888.0	83360987.0	0.0	13114285.0	0.0	921019.0	0.0	11979892171.0	6025153987.0	5954738184.0	11979892171.0	11354672825.0	0.0	0.0	83042822.0	0.007313537	143.0	144.0	143.0	150.0	150.0	150.0	39.4	250.8	105.0	37162930.0	2734905.0	42719.0	1153186.0	95.4	100.0	98.5922587504872	0.0	95.41380310192345	100.0	0.0	15.73192145625627	0.0
MHW174-RG	89854342.0	0.0	89854342.0	1.0	45061350.0	44792992.0	89854342.0	88653038.0	0.0	85887846.0	89854342.0	0.0	14002683.0	0.0	1007248.0	0.0	12908512151.0	6490835981.0	6417676170.0	12908512151.0	12204391832.0	0.0	0.0	89341693.0	0.007320455	143.0	144.0	143.0	150.0	150.0	150.0	39.4	242.1	102.9	39819208.0	3251958.0	45484.0	1209869.0	95.6	100.0	98.66305403471766	0.0	95.58563792053589	100.0	0.0	15.583757766541767	0.0
MHW175-RG	78962116.0	0.0	78962116.0	1.0	39584250.0	39377866.0	78962116.0	78036192.0	0.0	75721086.0	78962116.0	0.0	13209642.0	0.0	935938.0	0.0	11238595063.0	5646316511.0	5592278552.0	11238595063.0	10571393772.0	0.0	0.0	78018399.0	0.007380143	142.0	143.0	142.0	150.0	150.0	150.0	39.4	217.7	93.9	34166876.0	3799346.0	35335.0	1016539.0	95.9	100.0	98.82738198150616	0.0	95.89546207196372	100.0	0.0	16.72908816172049	0.0
MHW176-RG	72129705.0	0.0	72129705.0	1.0	36264765.0	35864940.0	72129705.0	70476720.0	0.0	55137146.0	72129705.0	0.0	14711996.0	0.0	8512431.0	0.0	9922657739.0	5001063488.0	4921594251.0	9922657739.0	8679140515.0	0.0	0.0	65308607.0	0.007524779	137.0	138.0	137.0	150.0	150.0	150.0	39.4	284.3	944.9	22350852.0	5505526.0	181893.0	7200089.0	76.4	100.0	97.70831587346711	0.0	76.44166297366668	100.0	0.0	20.39658418123296	0.0
MHW177-RG	63793196.0	0.0	63793196.0	1.0	32134587.0	31658609.0	63793196.0	62292838.0	0.0	55045178.0	63793196.0	0.0	11157949.0	0.0	2551207.0	0.0	9068982532.0	4583285435.0	4485697097.0	9068982532.0	8386319202.0	0.0	0.0	64793615.0	0.007726109	142.0	143.0	142.0	150.0	150.0	150.0	39.4	220.6	95.0	24923984.0	2760693.0	88743.0	3372999.0	86.3	100.0	97.64809087163465	0.0	86.28691059780105	100.0	0.0	17.490813597111515	0.0
MHW178-RG	58927811.0	0.0	58927811.0	1.0	29677580.0	29250231.0	58927811.0	57536464.0	0.0	52671294.0	58927811.0	0.0	10098342.0	0.0	1752603.0	0.0	8392518546.0	4241033324.0	4151485222.0	8392518546.0	7801058241.0	0.0	0.0	60085072.0	0.007702169	142.0	143.0	142.0	150.0	150.0	150.0	39.4	220.1	92.0	23965404.0	2498594.0	62453.0	2241781.0	89.4	100.0	97.63889583476977	0.0	89.38274323476907	100.0	0.0	17.136801501077308	0.0
MHW179-RG	61759084.0	0.0	61759084.0	1.0	31114464.0	30644620.0	61759084.0	60269506.0	0.0	53490888.0	61759084.0	0.0	11028090.0	0.0	2289249.0	0.0	8786393894.0	4442370329.0	4344023565.0	8786393894.0	8146168616.0	0.0	0.0	63339738.0	0.007775402	142.0	143.0	142.0	150.0	150.0	150.0	39.4	228.2	99.9	24345055.0	2556122.0	84003.0	3149573.0	86.6	100.0	97.58808275070919	0.0	86.61217838010681	100.0	0.0	17.856628184446517	0.0
MHW180-RG	65144350.0	0.0	65144350.0	1.0	32835954.0	32308396.0	65144350.0	63227958.0	0.0	51635738.0	65144350.0	0.0	11652268.0	0.0	4021169.0	0.0	9264661037.0	4686293669.0	4578367368.0	9264661037.0	8491397184.0	0.0	0.0	64614220.0	0.007609374	142.0	143.0	142.0	150.0	150.0	150.0	39.4	323.5	840.8	23464870.0	2570948.0	138740.0	5439421.0	79.3	100.0	97.05823759082715	0.0	79.26357082387038	100.0	0.0	17.886843601939386	0.0
MHW181-RG	58033550.0	0.0	58033550.0	1.0	29197731.0	28835819.0	58033550.0	56694538.0	0.0	47288378.0	58033550.0	0.0	10701233.0	0.0	4064341.0	0.0	8188454691.0	4130790078.0	4057664613.0	8188454691.0	7473536288.0	0.0	0.0	54039741.0	0.007230812	141.0	141.0	141.0	150.0	150.0	150.0	39.4	294.8	804.0	20863906.0	2967173.0	114106.0	4402084.0	81.5	100.0	97.69269327828471	0.0	81.48455160850922	100.0	0.0	18.43973529105147	0.0
MHW182-RG	71379378.0	0.0	71379378.0	1.0	35915735.0	35463643.0	71379378.0	69888918.0	0.0	65077226.0	71379378.0	0.0	12033694.0	0.0	1660677.0	0.0	10184671149.0	5143312863.0	5041358286.0	10184671149.0	9524516709.0	0.0	0.0	72137472.0	0.007573872	142.0	143.0	142.0	150.0	150.0	150.0	39.4	232.1	95.6	29965918.0	2714593.0	64644.0	2199304.0	91.2	100.0	97.91191792116764	0.0	91.17090653269632	100.0	0.0	16.85878237829419	0.0
MHW183-RG	70826396.0	0.0	70826396.0	1.0	35650469.0	35175927.0	70826396.0	69036654.0	0.0	57923338.0	70826396.0	0.0	12781913.0	0.0	4260629.0	0.0	10053211176.0	5076529472.0	4976681704.0	10053211176.0	9241002618.0	0.0	0.0	68688459.0	0.007433009	141.0	142.0	141.0	150.0	150.0	150.0	39.4	313.7	792.4	26206554.0	2981577.0	135955.0	5194241.0	81.8	100.0	97.47305792603086	0.0	81.78213388127217	100.0	0.0	18.046821131488887	0.0
MHW184-RG	69605907.0	0.0	69605907.0	1.0	35065584.0	34540323.0	69605907.0	67828210.0	0.0	57172906.0	69605907.0	0.0	12416907.0	0.0	4027865.0	0.0	9861378719.0	4984045610.0	4877333109.0	9861378719.0	9057638001.0	0.0	0.0	66417486.0	0.00733276	141.0	142.0	141.0	150.0	150.0	150.0	39.4	223.3	112.1	25660302.0	3138723.0	128511.0	4986569.0	82.1	100.0	97.44605439880267	0.0	82.13800877560578	100.0	0.0	17.83886962352204	0.0
MHW185-RG	60012797.0	0.0	60012797.0	1.0	30244355.0	29768442.0	60012797.0	58796062.0	0.0	54789758.0	60012797.0	0.0	10470852.0	0.0	1552083.0	0.0	8541901289.0	4318140279.0	4223761010.0	8541901289.0	7962866469.0	0.0	0.0	58671834.0	0.00736818	142.0	143.0	142.0	150.0	150.0	150.0	39.4	211.8	83.2	24875807.0	2631057.0	51885.0	1839282.0	91.3	100.0	97.97254075659896	0.0	91.29679124937303	100.0	0.0	17.44769869666298	0.0
MHW186-RG	91113552.0	0.0	91113552.0	1.0	45696492.0	45417060.0	91113552.0	89772010.0	0.0	86641836.0	91113552.0	0.0	14794156.0	0.0	1013934.0	0.0	13073122100.0	6574723326.0	6498398774.0	13073122100.0	12387366815.0	0.0	0.0	90535217.0	0.007308673	143.0	144.0	143.0	150.0	150.0	150.0	39.4	261.3	110.7	40576948.0	2911999.0	49222.0	1347836.0	95.1	100.0	98.52761529920379	0.0	95.0921505068752	100.0	0.0	16.237053298064815	0.0
MHW187-RG	96744384.0	0.0	96744384.0	1.0	48516406.0	48227978.0	96744384.0	95382816.0	0.0	92030046.0	96744384.0	0.0	15919989.0	0.0	1130467.0	0.0	13850411174.0	6966243535.0	6884167639.0	13850411174.0	13138568473.0	0.0	0.0	93925518.0	0.00714884	143.0	144.0	143.0	150.0	150.0	150.0	39.4	256.3	108.9	42900105.0	3273885.0	53786.0	1463632.0	95.1	100.0	98.59261287973057	0.0	95.12701636510498	100.0	0.0	16.45572418963358	0.0
MHW188-RG	92791920.0	0.0	92791920.0	1.0	46536150.0	46255770.0	92791920.0	91444556.0	0.0	88275034.0	92791920.0	0.0	15051571.0	0.0	1070164.0	0.0	13314235168.0	6695873044.0	6618362124.0	13314235168.0	12630058936.0	0.0	0.0	91061838.0	0.00720993	143.0	144.0	143.0	150.0	150.0	150.0	39.4	258.8	107.8	41370031.0	2923410.0	51174.0	1377663.0	95.1	100.0	98.54797271141712	0.0	95.13224211763266	100.0	0.0	16.220777628052097	0.0
MHW189-RG	100239533.0	0.0	100239533.0	1.0	50287436.0	49952097.0	100239533.0	98695250.0	0.0	95155278.0	100239533.0	0.0	16075943.0	0.0	1144939.0	0.0	14398148113.0	7245815529.0	7152332584.0	14398148113.0	13674618389.0	0.0	0.0	99000970.0	0.007239761	143.0	144.0	143.0	150.0	150.0	150.0	39.4	268.3	112.6	44797175.0	2954975.0	55999.0	1539476.0	94.9	100.0	98.45940722808434	0.0	94.9278943667864	100.0	0.0	16.03752782846664	0.0
MHW190-RG	83418661.0	0.0	83418661.0	1.0	41813306.0	41605355.0	83418661.0	82407338.0	0.0	79711248.0	83418661.0	0.0	14058762.0	0.0	1021825.0	0.0	11864078072.0	5959605422.0	5904472650.0	11864078072.0	11198336473.0	0.0	0.0	80558231.0	0.007193768	142.0	143.0	142.0	150.0	150.0	150.0	39.4	231.3	99.0	36297528.0	3681976.0	42232.0	1181933.0	95.6	100.0	98.7876537601101	0.0	95.55565510695503	100.0	0.0	16.853257810024065	0.0
MHW191-RG	87957054.0	0.0	87957054.0	1.0	44113673.0	43843381.0	87957054.0	86605004.0	0.0	83461380.0	87957054.0	0.0	14100328.0	0.0	1028845.0	0.0	12643863381.0	6359824284.0	6284039097.0	12643863381.0	11992116913.0	0.0	0.0	87318147.0	0.007281295	143.0	144.0	143.0	150.0	150.0	150.0	39.4	265.3	109.2	39352095.0	2533598.0	49497.0	1367312.0	94.9	100.0	98.46282937125203	0.0	94.88878515644691	100.0	0.0	16.030923454985203	0.0
MHW192-RG	68699956.0	0.0	68699956.0	1.0	34433323.0	34266633.0	68699956.0	67911046.0	0.0	65764716.0	68699956.0	0.0	11750117.0	0.0	854342.0	0.0	9730709636.0	4887801223.0	4842908413.0	9730709636.0	9169744979.0	0.0	0.0	66876790.0	0.007293201	141.0	142.0	141.0	150.0	150.0	150.0	39.5	220.8	93.8	29655434.0	3324686.0	32908.0	942495.0	95.7	100.0	98.85165865317293	0.0	95.72744995644538	100.0	0.0	17.103529149276312	0.0
MHW193-RG	88040917.0	0.0	88040917.0	1.0	44139846.0	43901071.0	88040917.0	86899228.0	0.0	84027366.0	88040917.0	0.0	14568858.0	0.0	1032194.0	0.0	12569775700.0	6317067558.0	6252708142.0	12569775700.0	11895241349.0	0.0	0.0	84450788.0	0.007099543	142.0	143.0	142.0	150.0	150.0	150.0	39.4	242.4	103.1	38748658.0	3397841.0	44520.0	1258595.0	95.4	100.0	98.7032290906284	0.0	95.441266246693	100.0	0.0	16.54782627945595	0.0
MHW194-RG	83122328.0	0.0	83122328.0	1.0	41672695.0	41449633.0	83122328.0	82044758.0	0.0	79562616.0	83122328.0	0.0	13914187.0	0.0	925279.0	0.0	11781676196.0	5920219948.0	5861456248.0	11781676196.0	11109966196.0	0.0	0.0	80721384.0	0.007265673	141.0	142.0	141.0	150.0	150.0	150.0	39.4	234.3	104.8	36090051.0	3813833.0	38309.0	1080186.0	95.7	100.0	98.70363351709783	0.0	95.71750204108817	100.0	0.0	16.73940965657266	0.0
MHW195-RG	88524254.0	0.0	88524254.0	1.0	44386471.0	44137783.0	88524254.0	87349622.0	0.0	84437552.0	88524254.0	0.0	14767020.0	0.0	1045201.0	0.0	12627903541.0	6348887564.0	6279015977.0	12627903541.0	11929901503.0	0.0	0.0	87872265.0	0.007365716	142.0	143.0	142.0	150.0	150.0	150.0	39.4	240.4	102.8	38843146.0	3518177.0	46659.0	1266829.0	95.4	100.0	98.67309585009323	0.0	95.38352280268863	100.0	0.0	16.68132667912683	0.0
MHW196-RG	55304524.0	0.0	55304524.0	1.0	27849342.0	27455182.0	55304524.0	54329062.0	0.0	52040048.0	55304524.0	0.0	12244285.0	0.0	1803423.0	0.0	6980067660.0	3523706683.0	3456360977.0	6980067660.0	6386670601.0	0.0	0.0	47245180.0	0.007397466	126.0	127.0	126.0	150.0	150.0	150.0	39.5	133.3	56.3	18198921.0	7946930.0	28420.0	990260.0	94.1	100.0	98.23619854317886	0.0	94.09727131906966	100.0	0.0	22.13975297934035	0.0
MHW197-RG	66304183.0	0.0	66304183.0	1.0	33389855.0	32914328.0	66304183.0	65215152.0	0.0	54127210.0	66304183.0	0.0	15505772.0	0.0	11056857.0	0.0	8253481056.0	4165375556.0	4088105500.0	8253481056.0	6975599756.0	0.0	0.0	51269087.0	0.007349775	124.0	125.0	124.0	150.0	150.0	150.0	39.5	226.0	887.2	18230664.0	9175357.0	139979.0	5061576.0	81.6	100.0	98.35752293335702	0.0	81.63468359153147	100.0	0.0	23.385812626633225	0.0
MHW198-RG	68476183.0	0.0	68476183.0	1.0	34447690.0	34028493.0	68476183.0	67733624.0	0.0	64861818.0	68476183.0	0.0	21164372.0	0.0	2380939.0	0.0	7740814778.0	3902623575.0	3838191203.0	7740814778.0	7152842169.0	0.0	0.0	56850884.0	0.007948013	113.0	113.0	113.0	150.0	150.0	150.0	39.5	113.1	47.8	20017059.0	12672799.0	32315.0	1144639.0	94.7	100.0	98.91559522235637	0.0	94.72171952107786	100.0	0.0	30.907639813977365	0.0
MHW199-RG	70440532.0	0.0	70440532.0	1.0	35344331.0	35096201.0	70440532.0	69609486.0	0.0	62126282.0	70440532.0	0.0	15372612.0	0.0	5518368.0	0.0	9292982297.0	4669162044.0	4623820253.0	9292982297.0	8357443927.0	0.0	0.0	59300917.0	0.00709558	131.0	132.0	132.0	150.0	150.0	150.0	39.5	148.9	67.4	23321274.0	7946055.0	91405.0	3446009.0	88.2	100.0	98.82021617894652	0.0	88.19678136445648	100.0	0.0	21.823531940389092	0.0
MHW200-RG	71510036.0	0.0	71510036.0	1.0	35949209.0	35560827.0	71510036.0	69495296.0	0.0	51662884.0	71510036.0	0.0	13180141.0	0.0	7630241.0	0.0	10139816727.0	5110273422.0	5029543305.0	10139816727.0	9098172057.0	0.0	0.0	64274338.0	0.007064532	141.0	142.0	141.0	150.0	150.0	150.0	39.4	354.7	1032.8	22902689.0	3241274.0	212349.0	8391336.0	72.2	100.0	97.18257728187972	0.0	72.24564115727756	100.0	0.0	18.431176569397895	0.0
MHW201-RG	64777635.0	0.0	64777635.0	1.0	32486289.0	32291346.0	64777635.0	64176112.0	0.0	60449746.0	64777635.0	0.0	15329760.0	0.0	2931550.0	0.0	8253436515.0	4145282282.0	4108154233.0	8253436515.0	7579961613.0	0.0	0.0	55492006.0	0.007320882	127.0	128.0	127.0	150.0	150.0	150.0	39.5	140.8	63.2	21698140.0	8678515.0	46655.0	1664746.0	93.3	100.0	99.07140327058869	0.0	93.31885302697451	100.0	0.0	23.665204819533777	0.0
MHW202-RG	81630406.0	0.0	81630406.0	1.0	40968271.0	40662135.0	81630406.0	80831314.0	0.0	72264758.0	81630406.0	0.0	20311211.0	0.0	8972612.0	0.0	9770205891.0	4912794899.0	4857410992.0	9770205891.0	8573979250.0	0.0	0.0	62460703.0	0.007284915	119.0	120.0	119.0	150.0	150.0	150.0	39.5	117.8	53.5	23385349.0	13073373.0	108295.0	3848640.0	88.5	100.0	99.02108535390599	0.0	88.52676538200728	100.0	0.0	24.881918387126483	0.0
MHW203-RG	61539765.0	0.0	61539765.0	1.0	30926211.0	30613554.0	61539765.0	60282082.0	0.0	41990838.0	61539765.0	0.0	13565636.0	0.0	16222107.0	0.0	8218523509.0	4135589942.0	4082933567.0	8218523509.0	6626735744.0	0.0	0.0	44066129.0	0.006649749	133.0	134.0	133.0	150.0	150.0	150.0	39.5	336.9	1224.9	15451133.0	5934348.0	223632.0	8531928.0	68.2	100.0	97.95630841294243	0.0	68.23366647565197	100.0	0.0	22.04369158705757	0.0
